priority,app_id,name,kind,category,shader,shader_exists,pubspec_declared,uniform_time_declared,time_code_refs,animation_class_guess,registry_status,registry_resolution
1,buddhabrot_full,Buddhabrot Full,escape_time,Escape-Time,shaders/escape_time_family/families/buddhabrot/buddhabrot_full_gpu.frag,true,true,true,5,growth_process/time_parametric,alias,f1142_buddhabrot
1,fractal_flame,Fractal Flame,escape_time,IFS / Geometric Fractals,shaders/escape_time_family/geometry_and_ifs/fractal_flame_gpu.frag,true,true,true,3,time_parametric_sampling,exact,fractal_flame
1,gray_scott_rd,Gray Scott Rd,escape_time,Escape-Time,shaders/cellular_and_stochastic/gray_scott_rd_gpu.frag,true,true,true,3,time_parametric_sampling,exact,gray_scott_rd
1,lichtenberg_growth,Lichtenberg Growth,escape_time,Cellular & Stochastic Growth,shaders/cellular_and_stochastic/lichtenberg_growth_gpu.frag,true,true,true,3,growth_process/time_parametric,exact,lichtenberg_growth
1,magnetic_pendulum,Magnetic Pendulum,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/physical_simulation/magnetic_pendulum_gpu.frag,true,true,true,1,growth_process/time_parametric,exact,magnetic_pendulum
1,mandelbulb_time_modulated,Time-Modulated Mandelbulb,raymarched_3d,3D Fractals,shaders/3d_and_hypercomplex/raymarched_volumes/mandelbulb_time_modulated_gpu.frag,true,true,true,2,camera_or_raymarch_time_parametric,exact,mandelbulb_time_modulated
2,dielectric_breakdown,Dielectric Breakdown,escape_time,Cellular & Stochastic Growth,shaders/cellular_and_stochastic/dielectric_breakdown_gpu.frag,true,true,true,3,growth_process/time_parametric,exact,dielectric_breakdown
2,inversive_limit_set_3d,Inversive Limit Set 3D,raymarched_3d,3D Fractals,shaders/ifs_and_geometric/raymarched_3d/inversive_limit_set_3d_gpu.frag,true,true,true,1,growth_process/time_parametric,exact,inversive_limit_set_3d
3,3d_fractal,3D Fractal,escape_time,Escape-Time,shaders/3d_and_hypercomplex/raymarched_volumes/3d_fractal_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,3d_fractal
3,aizawa,Aizawa Attractor,escape_time,Escape-Time,shaders/strange_attractors/aizawa_gpu.frag,true,true,true,3,time_parametric_sampling,exact,aizawa
3,alternated_iteration,Alternated Iteration,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/coupled_orbits/alternated_iteration_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,ammann_beenker,Ammann-Beenker Tiling,escape_time,Escape-Time,shaders/ifs_and_geometric/ammann_beenker_gpu.frag,true,true,true,2,color_time_parametric,exact,ammann_beenker
3,angrybrot,Angrybrot,escape_time,Escape-Time,shaders/escape_time_family/mandelbrot_variants/iterative_maps/angrybrot_gpu.frag,true,true,true,2,color_time_parametric,exact,angrybrot
3,anti_buddhabrot,Anti-Buddhabrot,escape_time,Escape-Time,shaders/escape_time_family/families/buddhabrot/anti_buddhabrot_gpu.frag,true,true,true,1,growth_process/time_parametric,exact,anti_buddhabrot
3,apollonian_gasket,Apollonian Gasket,escape_time,Escape-Time,shaders/ifs_and_geometric/apollonian_gasket_gpu.frag,true,true,true,2,color_time_parametric,exact,apollonian_gasket
3,arneodo,Arneodo Attractor,escape_time,Escape-Time,shaders/strange_attractors/arneodo_gpu.frag,true,true,true,3,color_time_parametric,exact,arneodo
3,arnold_cat,,escape_time,Escape-Time,shaders/strange_attractors/arnold_cat_gpu.frag,true,true,true,1,color_time_parametric,exact,arnold_cat
3,astroid,Astroid Fractal,escape_time,Escape-Time,shaders/escape_time_family/polynomial_maps/astroid_gpu.frag,true,true,true,1,color_time_parametric,exact,astroid
3,barnsley_fern,Barnsley Fern,escape_time,Escape-Time,shaders/ifs_and_geometric/barnsley_fern_gpu.frag,true,true,true,1,color_time_parametric,exact,barnsley_fern
3,barnsley_j1,Barnsley J1 Relief,escape_time,Escape-Time,shaders/ifs_and_geometric/barnsley_j1_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,barnsley_j1
3,barnsley_j2,Barnsley J2,escape_time,Escape-Time,shaders/ifs_and_geometric/barnsley_j2_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,barnsley_j2
3,barnsley_j3,Barnsley J3,escape_time,Escape-Time,shaders/ifs_and_geometric/barnsley_j3_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,barnsley_j3
3,bedhead,Bedhead,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/discrete_attractors/bedhead_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,benesi,Benesi Fractal,escape_time,Escape-Time,shaders/escape_time_family/polynomial_maps/benesi_gpu.frag,true,true,true,3,color_time_parametric,exact,benesi
3,bicomplex,Bicomplex Mandelbrot,escape_time,Escape-Time,shaders/3d_and_hypercomplex/hypercomplex_escape_time/bicomplex_gpu.frag,true,true,true,4,color_time_parametric,exact,bicomplex
3,biomorph,Biomorph,escape_time,Escape-Time,shaders/escape_time_family/julia_variants/biomorph_gpu.frag,true,true,true,2,color_time_parametric,exact,biomorph
3,blaschke,Blaschke Product,escape_time,Escape-Time,shaders/escape_time_family/transcendental_maps/blaschke_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,blaschke
3,bogdanov_map,Bogdanov Map,escape_time,Escape-Time,shaders/strange_attractors/bogdanov_map_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,bouali,Bouali Attractor,escape_time,Escape-Time,shaders/strange_attractors/bouali_gpu.frag,true,true,true,3,color_time_parametric,exact,bouali
3,brian_brain,,escape_time,Escape-Time,shaders/cellular_and_stochastic/brian_brain_gpu.frag,true,true,true,1,time_parametric_sampling,exact,brian_brain
3,buffalo,Buffalo,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_gpu.frag,true,true,true,2,color_time_parametric,exact,buffalo
3,buffalo2,Buffalo2,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo2_gpu.frag,true,true,true,2,camera_or_raymarch_time_parametric,missing,
3,buffalo_cubic,Buffalo Cubic,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_cubic_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,buffalo_cubic
3,buffalo_cubic_julia,Buffalo Cubic Julia,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_cubic_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,buffalo_cubic_julia
3,buffalo_julia,Buffalo Julia,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_julia_gpu.frag,true,true,true,2,time_parametric_sampling,exact,buffalo_julia
3,buffalo_power4,Buffalo ⁴,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_power4_gpu.frag,true,true,true,2,color_time_parametric,exact,buffalo_power4
3,buffalo_power4_julia,Buffalo⁴ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_power4_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,buffalo_power4_julia
3,buffalo_power5,Buffalo ⁵,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_power5_gpu.frag,true,true,true,2,camera_or_raymarch_time_parametric,exact,buffalo_power5
3,buffalo_power5_julia,Buffalo⁵ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_power5_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,buffalo_power5_julia
3,buffalo_power6,Buffalo⁶,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_power6_gpu.frag,true,true,true,2,color_time_parametric,exact,buffalo_power6
3,buffalo_power6_julia,Buffalo⁶ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_power6_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,buffalo_power6_julia
3,buffalo_power7,Buffalo Power7,escape_time,Escape-Time,shaders/escape_time_family/families/buffalo/buffalo_power7_gpu.frag,true,true,true,2,growth_process/time_parametric,missing,
3,bullet_shot,Bullet Shot,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/polynomial_variants/bullet_shot_gpu.frag,true,true,true,2,color_time_parametric,exact,bullet_shot
3,burke_shaw,Burke-Shaw Attractor,escape_time,Escape-Time,shaders/strange_attractors/burke_shaw_gpu.frag,true,true,true,3,color_time_parametric,exact,burke_shaw
3,burning_ship,Burning Ship,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/parameter_plane/burning_ship_gpu.frag,true,true,true,2,color_time_parametric,exact,burning_ship
3,burning_ship_cubic,Cubic Burning Ship,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/parameter_plane/burning_ship_cubic_gpu.frag,true,true,true,2,color_time_parametric,exact,burning_ship_cubic
3,burning_ship_cubic_julia,Burning Ship Cubic Julia,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/julia_sets/burning_ship_cubic_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,burning_ship_cubic_julia
3,burning_ship_julia,Burning Ship Julia,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/julia_sets/burning_ship_julia_gpu.frag,true,true,true,2,time_parametric_sampling,exact,burning_ship_julia
3,burning_ship_perp,Perpendicular Burning Ship,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/parameter_plane/burning_ship_perp_gpu.frag,true,true,true,2,color_time_parametric,exact,burning_ship_perp
3,burning_ship_perp_julia,Perpendicular Ship Julia,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/julia_sets/burning_ship_perp_julia_gpu.frag,true,true,true,2,time_parametric_sampling,exact,burning_ship_perp_julia
3,burning_ship_power4,Burning Ship ⁴,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/parameter_plane/burning_ship_power4_gpu.frag,true,true,true,2,color_time_parametric,exact,burning_ship_power4
3,burning_ship_power4_julia,Burning Ship⁴ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/julia_sets/burning_ship_power4_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,burning_ship_power4_julia
3,burning_ship_power5,Burning Ship ⁵,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/parameter_plane/burning_ship_power5_gpu.frag,true,true,true,2,color_time_parametric,exact,burning_ship_power5
3,burning_ship_power5_julia,Burning Ship⁵ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/julia_sets/burning_ship_power5_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,burning_ship_power5_julia
3,burning_ship_power6,Burning Ship⁶,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/parameter_plane/burning_ship_power6_gpu.frag,true,true,true,2,color_time_parametric,exact,burning_ship_power6
3,burning_ship_power6_julia,Burning Ship⁶ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/julia_sets/burning_ship_power6_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,burning_ship_power6_julia
3,burning_ship_power7,Burning Ship Power7,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/parameter_plane/burning_ship_power7_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,burning_ship_power7_julia,Burning Ship Power7 Julia,escape_time,Escape-Time,shaders/escape_time_family/families/burning_ship/julia_sets/burning_ship_power7_julia_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,cactus,Cactus Fractal,escape_time,Escape-Time,shaders/escape_time_family/polynomial_maps/cactus_gpu.frag,true,true,true,2,color_time_parametric,exact,cactus
3,cantor_dust,Cantor Dust,escape_time,Escape-Time,shaders/ifs_and_geometric/cantor_dust_gpu.frag,true,true,true,1,color_time_parametric,exact,cantor_dust
3,cantor_set,Cantor Set,escape_time,Escape-Time,shaders/ifs_and_geometric/cantor_set_gpu.frag,true,true,true,1,color_time_parametric,exact,cantor_set
3,car_road,Car Road,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/physical_simulation/car_road_gpu.frag,true,true,true,2,camera_or_raymarch_time_parametric,exact,car_road
3,cayley_graph,Cayley Graph Fractal,escape_time,Escape-Time,shaders/ifs_and_geometric/cayley_graph_gpu.frag,true,true,true,1,color_time_parametric,exact,cayley_graph
3,celtic,Celtic,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_gpu.frag,true,true,true,2,color_time_parametric,exact,celtic
3,celtic2,Celtic2,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic2_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,celtic_cubic,Celtic Cubic,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_cubic_gpu.frag,true,true,true,2,color_time_parametric,exact,celtic_cubic
3,celtic_cubic_julia,Celtic Cubic Julia,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_cubic_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,celtic_cubic_julia
3,celtic_julia,Celtic Julia,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_julia_gpu.frag,true,true,true,2,time_parametric_sampling,exact,celtic_julia
3,celtic_power4,Celtic ⁴,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_power4_gpu.frag,true,true,true,2,color_time_parametric,exact,celtic_power4
3,celtic_power4_julia,Celtic⁴ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_power4_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,celtic_power4_julia
3,celtic_power5,Celtic ⁵,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_power5_gpu.frag,true,true,true,2,color_time_parametric,exact,celtic_power5
3,celtic_power5_julia,Celtic⁵ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_power5_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,celtic_power5_julia
3,celtic_power6,Celtic⁶,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_power6_gpu.frag,true,true,true,2,camera_or_raymarch_time_parametric,exact,celtic_power6
3,celtic_power6_julia,Celtic⁶ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_power6_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,celtic_power6_julia
3,celtic_power7,Celtic Power7,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/celtic_power7_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,cesaro_fractal,Cesàro Fractal,escape_time,Escape-Time,shaders/ifs_and_geometric/cesaro_gpu.frag,true,true,true,1,color_time_parametric,exact,cesaro_fractal
3,chair_tiling,Chair Tiling,escape_time,Escape-Time,shaders/ifs_and_geometric/chair_tiling_gpu.frag,true,true,true,1,color_time_parametric,exact,chair_tiling
3,chebyshev,Chebyshev Fractal,escape_time,Escape-Time,shaders/escape_time_family/newton_and_orthogonal/orthogonal_polynomial_maps/chebyshev_gpu.frag,true,true,true,2,color_time_parametric,exact,chebyshev
3,chebyshev_fractal,Chebyshev Fractal,escape_time,Escape-Time,shaders/escape_time_family/newton_and_orthogonal/high_order_root_methods/chebyshev_fractal_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,chebyshev_halley_param,Chebyshev Halley Param,escape_time,Escape-Time,shaders/root_finding/chebyshev_halley_param_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,chen,Chen Attractor,escape_time,Escape-Time,shaders/strange_attractors/chen_gpu.frag,true,true,true,3,color_time_parametric,exact,chen
3,chen_lee,Chen-Lee Attractor,escape_time,Escape-Time,shaders/strange_attractors/chen_lee_gpu.frag,true,true,true,3,color_time_parametric,exact,chen_lee
3,chua_circuit,,escape_time,Escape-Time,shaders/strange_attractors/chua_gpu.frag,true,true,true,3,color_time_parametric,exact,chua_circuit
3,clifford,Clifford Attractor,escape_time,Escape-Time,shaders/strange_attractors/clifford_gpu.frag,true,true,true,2,color_time_parametric,exact,clifford
3,collatz,Collatz Fractal,escape_time,Escape-Time,shaders/escape_time_family/transcendental_maps/collatz_gpu.frag,true,true,true,2,color_time_parametric,exact,collatz
3,contused_fields,Contused Fields,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/polynomial_variants/contused_fields_gpu.frag,true,true,true,2,color_time_parametric,exact,contused_fields
3,cosecant_julia,Cosecant Julia,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/cosecant_julia_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,cosecant_mandelbrot,Cosecant Mandelbrot,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/cosecant_mandelbrot_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,cosh_julia,Cosh Julia,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/hyperbolic/cosh_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,cosh_julia
3,cosh_mandelbrot,Cosh Mandelbrot,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/hyperbolic/cosh_mandelbrot_gpu.frag,true,true,true,2,color_time_parametric,exact,cosh_mandelbrot
3,cosine_julia,Cosine Julia,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/cosine_julia_gpu.frag,true,true,true,2,time_parametric_sampling,exact,cosine_julia
3,cosine_mandelbrot,Cosine Mandelbrot,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/cosine_mandelbrot_gpu.frag,true,true,true,2,color_time_parametric,exact,cosine_mandelbrot
3,cotangent_julia,Cotangent Julia,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/cotangent_julia_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,cotangent_mandelbrot,Cotangent Mandelbrot,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/cotangent_mandelbrot_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,coullet,Coullet Attractor,escape_time,Escape-Time,shaders/strange_attractors/coullet_gpu.frag,true,true,true,3,color_time_parametric,exact,coullet
3,crazybrot,Crazybrot,escape_time,Escape-Time,shaders/escape_time_family/mandelbrot_variants/iterative_maps/crazybrot_gpu.frag,true,true,true,2,color_time_parametric,exact,crazybrot
3,cyclosorus_fern,Cyclosorus Fern,escape_time,Escape-Time,shaders/ifs_and_geometric/cyclosorus_fern_gpu.frag,true,true,true,2,time_parametric_sampling,exact,cyclosorus_fern
3,dadras,Dadras Attractor,escape_time,Escape-Time,shaders/strange_attractors/dadras_gpu.frag,true,true,true,3,color_time_parametric,exact,dadras
3,damaged_doublebrot,Damaged DoubleBrot,escape_time,Escape-Time,shaders/escape_time_family/mandelbrot_variants/iterative_maps/damaged_doublebrot_gpu.frag,true,true,true,2,camera_or_raymarch_time_parametric,exact,damaged_doublebrot
3,damped_newton,Damped Newton,escape_time,Convergent & Root-Finding,shaders/root_finding/damped_newton_gpu.frag,true,true,true,1,color_time_parametric,exact,damped_newton
3,day_night,Day & Night,escape_time,Escape-Time,shaders/cellular_and_stochastic/day_night_gpu.frag,true,true,true,1,time_parametric_sampling,exact,day_night
3,deltoid,Deltoid Fractal,escape_time,Escape-Time,shaders/escape_time_family/polynomial_maps/deltoid_gpu.frag,true,true,true,1,color_time_parametric,exact,deltoid
3,dequan_li,Dequan Li Attractor,escape_time,Escape-Time,shaders/strange_attractors/dequan_li_gpu.frag,true,true,true,3,color_time_parametric,exact,dequan_li
3,dirichlet_eta,Dirichlet Eta,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/special_functions/dirichlet_eta_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,dla,DLA (Approximation),escape_time,Escape-Time,shaders/cellular_and_stochastic/dla_gpu.frag,true,true,true,1,growth_process/time_parametric,exact,dla
3,domain_coloring,Domain Coloring,escape_time,Escape-Time,shaders/escape_time_family/orbit_and_domain/domain_coloring_gpu.frag,true,true,true,3,time_parametric_sampling,exact,domain_coloring
3,dragon_curve,Dragon Curve,escape_time,Escape-Time,shaders/ifs_and_geometric/dragon_curve_gpu.frag,true,true,true,1,color_time_parametric,exact,dragon_curve
3,drill,Drill Fractal,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/polynomial_variants/drill_gpu.frag,true,true,true,2,color_time_parametric,exact,drill
3,druid,Druid Fractal,escape_time,Escape-Time,shaders/escape_time_family/polynomial_maps/druid_gpu.frag,true,true,true,2,color_time_parametric,exact,druid
3,dual_complex,Dual-Complex Fractal,escape_time,Escape-Time,shaders/3d_and_hypercomplex/hypercomplex_escape_time/dual_complex_gpu.frag,true,true,true,2,color_time_parametric,exact,dual_complex
3,ducky,Ducky Fractal,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/discrete_attractors/ducky_gpu.frag,true,true,true,2,color_time_parametric,exact,ducky
3,duffing,Duffing Map,escape_time,Escape-Time,shaders/strange_attractors/duffing_gpu.frag,true,true,true,1,color_time_parametric,exact,duffing
